day,hour,temp,dewp,humid,wind_dir,wind_speed,wind_gust,precip,pressure,visib,time_hour
26,6,32,28.94,88.32,30,4.60312,NA,0,1024.6,7,2/26/2013 6:00
26,7,35.06,32,88.47,70,4.60312,NA,0,1025.7,7,2/26/2013 7:00
26,8,41,32,70.08,110,8.05546,NA,0,1026.2,9,2/26/2013 8:00
26,9,42.08,32,67.22,100,11.5078,NA,0,1025.4,10,2/26/2013 9:00
26,10,42.98,32,64.93,100,12.65858,NA,0,1025.9,10,2/26/2013 10:00
26,11,44.06,30.92,59.64,110,14.96014,NA,0,1025.3,10,2/26/2013 11:00
26,12,42.98,32,64.93,110,14.96014,NA,0,1024.9,10,2/26/2013 12:00
26,13,44.06,28.94,55.02,90,20.71404,25.31716,0,1023.6,10,2/26/2013 13:00
26,14,42.08,30.02,62.04,110,19.56326,NA,0,1023.3,10,2/26/2013 14:00
26,15,41,30.92,67.09,100,20.71404,27.61872,0,1022.5,10,2/26/2013 15:00
26,16,39.92,30.92,69.96,100,14.96014,26.46794,0,1022.1,10,2/26/2013 16:00
26,17,39.92,28.94,64.54,90,19.56326,27.61872,0,1021.4,10,2/26/2013 17:00
26,18,39.02,28.94,66.85,90,17.2617,NA,0,1020.6,10,2/26/2013 18:00
26,19,37.94,32,78.96,80,18.41248,25.31716,0,1019.6,10,2/26/2013 19:00
26,20,37.94,30.92,75.58,80,21.86482,32.22184,0.01,1017.8,10,2/26/2013 20:00
26,21,37.94,32,80.65,70,21.86482,31.07106,0,NA,10,2/26/2013 21:00
26,22,37.94,33.98,86.69,70,18.41248,27.61872,0.06,NA,8,2/26/2013 22:00
26,23,37.94,35.06,89.25,60,24.16638,31.07106,0.03,1012.8,10,2/26/2013 23:00
27,0,39.02,35.96,88.66,50,19.56326,32.22184,0.14,1011.9,6,2/27/2013 0:00
27,1,39.92,37.04,89.34,60,19.56326,NA,0.1,1010.4,6,2/27/2013 1:00
27,2,41,39.02,92.59,60,24.16638,34.5234,0.06,1008,6,2/27/2013 2:00
27,3,44.96,42.08,89.56,70,23.0156,34.5234,0.02,1006.2,6,2/27/2013 3:00
27,4,42.08,39.92,91.98,50,20.71404,28.7695,0.07,1005,6,2/27/2013 4:00
27,5,46.04,44.06,92.75,60,26.46794,36.82496,0.13,1003.7,4,2/27/2013 5:00
27,6,46.94,44.06,89.65,80,29.92028,46.0312,0.02,1002.2,5,2/27/2013 6:00
27,7,48.2,44.6,87.28,90,34.5234,48.33276,0.01,NA,6,2/27/2013 7:00
27,8,46.94,44.6,93.4,80,31.07106,46.0312,0.02,NA,7,2/27/2013 8:00
27,9,46.94,44.6,93.4,80,28.7695,37.97574,0.02,NA,6,2/27/2013 9:00
27,10,46.94,44.6,93.4,80,28.7695,35.67418,0,NA,2,2/27/2013 10:00
27,11,48.2,46.4,93.45,80,20.71404,26.46794,0.01,NA,4,2/27/2013 11:00
27,12,48.2,46.94,100,110,16.11092,NA,0,NA,2,2/27/2013 12:00
27,13,46.94,46.94,100,190,6.90468,NA,0,999.4,0.12,2/27/2013 13:00
27,14,46.94,44.96,93.4,210,9.20624,NA,0,NA,1,2/27/2013 14:00
27,15,48.92,44.6,93.4,260,11.5078,NA,0,NA,9,2/27/2013 15:00
27,16,48.92,42.8,81.47,260,19.56326,NA,0,NA,10,2/27/2013 16:00
27,17,46.94,35.96,65.43,270,17.2617,NA,0,1002.5,10,2/27/2013 17:00
27,18,44.96,35.96,70.52,280,13.80936,NA,0,1003.5,10,2/27/2013 18:00
27,19,44.96,35.06,68.05,280,13.80936,24.16638,0,1003.9,10,2/27/2013 19:00
27,20,44.96,35.06,68.05,280,14.96014,21.86482,0,1004.5,10,2/27/2013 20:00
27,21,44.96,33.98,65.18,300,11.5078,NA,0,1004.1,10,2/27/2013 21:00
27,22,42.08,35.06,75.98,260,4.60312,NA,0,1004.1,10,2/27/2013 22:00
27,23,42.08,35.96,78.74,240,8.05546,NA,0,1003.7,9,2/27/2013 23:00
28,0,41,35.96,82.09,240,5.7539,NA,0,1003.5,10,2/28/2013 0:00
28,1,41,37.04,85.67,200,4.60312,NA,0,1003.2,10,2/28/2013 1:00
28,2,41,37.04,85.67,190,4.60312,NA,0,1002.9,10,2/28/2013 2:00
28,3,41,37.04,85.67,210,3.45234,NA,0,1003,10,2/28/2013 3:00
28,4,42.08,37.94,85.13,180,3.45234,NA,0,1002.9,9,2/28/2013 4:00
28,5,39.92,37.04,89.34,240,5.7539,NA,0,1002.9,10,2/28/2013 5:00
28,6,41,37.04,85.67,230,8.05546,NA,0,1003.2,9,2/28/2013 6:00
28,7,42.98,37.94,82.24,250,4.60312,NA,0,1003.4,9,2/28/2013 7:00
28,8,44.06,37.94,78.91,240,5.7539,NA,0,1003.6,9,2/28/2013 8:00
28,9,42.98,39.02,85.79,240,8.05546,NA,0,1003.4,8,2/28/2013 9:00
28,10,48.92,39.02,68.51,240,9.20624,NA,0,1002.5,10,2/28/2013 10:00
28,11,50,33.98,53.92,240,8.05546,NA,0,1001.7,10,2/28/2013 11:00
28,12,48.92,35.06,58.61,210,10.35702,NA,0,1001.1,10,2/28/2013 12:00
28,13,48.02,33.08,56.01,230,11.5078,NA,0,1000.9,10,2/28/2013 13:00
28,14,46.94,32,55.85,240,11.5078,NA,0,1000.8,10,2/28/2013 14:00
28,15,46.94,28.94,49.33,280,12.65858,NA,0,1000.7,10,2/28/2013 15:00
28,16,46.04,28.94,51.03,280,11.5078,NA,0,1000.8,10,2/28/2013 16:00
28,17,46.04,28.04,49.19,290,12.65858,NA,0,1001.3,10,2/28/2013 17:00
28,18,44.96,26.96,49.02,300,10.35702,NA,0,1001.9,10,2/28/2013 18:00
28,19,44.96,26.06,47.23,270,17.2617,NA,0,1002.1,10,2/28/2013 19:00
28,20,42.98,26.96,52.87,270,13.80936,NA,0,1002.4,10,2/28/2013 20:00
28,21,42.98,28.04,55.27,300,11.5078,NA,0,1002.7,10,2/28/2013 21:00
28,22,42.08,28.04,57.22,280,12.65858,19.56326,0,1002.8,10,2/28/2013 22:00
28,23,39.92,28.94,64.54,300,13.80936,NA,0,1002.8,10,2/28/2013 23:00
